ring_size,brainpoolP160r1,secp192r1,secp224r1,secp256r1
8,0.3270014599984279,0.391043636991526,0.4819997710001189,0.5821355500083882
16,0.6447409480024362,0.8005022120050853,0.9562294740026118,1.1796126469998853
32,1.2681623840035172,1.5829960150003899,1.9186270360078197,2.338336865999736
64,2.5252396180003416,3.1476176160067553,3.8889668909978354,4.708012001996394
